,DRL,Uncoded
12879,2,2.0
12880,2,2.0
12881,1,1.0
12882,5,2.0
12883,6,2.0
12884,11,1.0
12885,7,3.0
12886,5,2.0
12887,3,1.0
12888,11,2.0
12889,3,1.0
12890,9,2.0
12891,9,2.0
12892,3,2.0
12893,5,3.0
12894,6,2.0
12895,4,2.0
12896,14,3.0
12897,3,1.0
12898,4,3.0
12899,8,2.0
12900,2,2.0
12901,6,2.0
12902,5,1.0
12903,13,3.0
12904,2,2.0
12905,10,3.0
12906,8,2.0
12907,1,2.0
12908,5,3.0
12909,5,3.0
12910,2,2.0
12911,2,1.0
12912,6,2.0
12913,4,2.0
12914,12,3.0
12915,3,3.0
12916,3,2.0
12917,5,2.0
12918,4,1.0
12919,5,2.0
12920,2,2.0
12921,7,2.0
12922,3,2.0
12923,7,1.0
12924,4,2.0
12925,8,2.0
12926,10,3.0
12927,10,2.0
12928,4,1.0
12929,2,2.0
12930,2,1.0
12931,4,3.0
12932,5,1.0
12933,2,2.0
12934,1,1.0
12935,12,3.0
12936,3,2.0
12937,5,2.0
12938,5,2.0
12939,14,2.0
12940,7,2.0
12941,5,2.0
12942,2,2.0
12943,7,3.0
12944,8,2.0
12945,3,2.0
12946,6,2.0
12947,8,2.0
12948,10,1.0
12949,1,1.0
12950,12,3.0
12951,7,3.0
12952,10,3.0
12953,10,4.0
12954,3,3.0
12955,2,2.0
12956,7,3.0
12957,1,1.0
12958,6,1.0
12959,7,3.0
12960,3,2.0
12961,4,2.0
12962,5,2.0
12963,11,2.0
12964,2,2.0
12965,1,1.0
12966,3,3.0
12967,1,1.0
12968,5,1.0
12969,5,1.0
12970,2,1.0
12971,15,1.0
12972,7,2.0
12973,1,1.0
12974,6,2.0
12975,8,2.0
12976,6,2.0
12977,6,2.0
12978,8,2.0
12979,3,3.0
12980,4,3.0
12981,5,2.0
12982,8,1.0
12983,8,1.0
12984,5,2.0
12985,9,2.0
12986,2,1.0
12987,4,2.0
12988,3,2.0
12989,2,1.0
12990,14,3.0
12991,6,2.0
12992,2,3.0
12993,2,1.0
12994,9,3.0
12995,5,2.0
12996,2,2.0
12997,6,2.0
12998,3,2.0
12999,6,3.0
13000,10,1.0
13001,8,1.0
13002,1,1.0
13003,2,2.0
13004,3,2.0
13005,4,2.0
13006,2,1.0
13007,12,3.0
13008,2,2.0
13009,7,1.0
13010,6,2.0
13011,1,1.0
13012,6,1.0
13013,15,2.0
13014,4,2.0
13015,7,2.0
13016,7,1.0
13017,10,2.0
13018,6,3.0
13019,4,4.0
13020,3,2.0
13021,6,3.0
13022,7,2.0
13023,21,2.0
13024,9,2.0
13025,4,2.0
13026,4,1.0
13027,5,2.0
13028,4,2.0
13029,8,1.0
13030,1,1.0
13031,7,2.0
13032,3,2.0
13033,4,2.0
13034,3,2.0
13035,12,4.0
13036,9,3.0
13037,3,1.0
13038,9,3.0
13039,4,2.0
13040,6,2.0
13041,6,3.0
13042,8,2.0
13043,10,2.0
13044,18,2.0
13045,3,2.0
13046,4,2.0
13047,2,1.0
13048,4,2.0
13049,4,3.0
13050,13,2.0
13051,9,3.0
13052,3,1.0
13053,7,3.0
13054,9,4.0
13055,4,3.0
13056,7,2.0
13057,3,1.0
13058,13,2.0
13059,5,2.0
13060,2,2.0
13061,9,2.0
13062,2,2.0
13063,4,2.0
13064,9,2.0
13065,10,1.0
13066,6,2.0
13067,11,3.0
13068,3,2.0
13069,8,1.0
13070,3,2.0
13071,9,2.0
13072,4,2.0
13073,9,2.0
13074,4,4.0
13075,4,2.0
13076,7,3.0
13077,5,2.0
13078,4,1.0
13079,8,1.0
13080,7,2.0
13081,9,1.0
13082,2,1.0
13083,2,2.0
13084,5,2.0
13085,6,2.0
13086,4,2.0
13087,4,2.0
13088,6,1.0
13089,3,3.0
13090,5,4.0
13091,7,2.0
13092,13,2.0
13093,5,2.0
13094,2,2.0
13095,3,2.0
13096,4,2.0
13097,5,2.0
13098,2,1.0
13099,7,2.0
13100,4,2.0
13101,10,2.0
13102,8,3.0
13103,6,3.0
13104,7,2.0
13105,4,2.0
13106,4,2.0
13107,10,3.0
13108,4,2.0
13109,9,2.0
13110,9,3.0
13111,4,2.0
13112,5,2.0
13113,2,1.0
13114,2,1.0
13115,6,2.0
13116,4,2.0
13117,24,2.0
13118,5,3.0
13119,4,2.0
13120,13,3.0
13121,11,2.0
13122,13,2.0
13123,6,1.0
13124,8,2.0
13125,3,2.0
13126,6,2.0
13127,6,3.0
13128,3,2.0
13129,5,3.0
13130,6,3.0
13131,3,2.0
13132,5,2.0
13133,5,2.0
13134,12,1.0
13135,6,2.0
13136,7,3.0
13137,6,2.0
13138,5,2.0
13139,6,2.0
13140,3,2.0
13141,5,2.0
13142,7,3.0
13143,5,2.0
13144,11,2.0
13145,1,1.0
13146,7,2.0
13147,3,2.0
13148,8,1.0
13149,1,1.0
13150,5,2.0
13151,6,2.0
13152,7,2.0
13153,4,2.0
13154,9,1.0
13155,2,3.0
13156,7,3.0
13157,6,2.0
13158,9,2.0
13159,3,1.0
13160,13,3.0
13161,6,2.0
13162,3,2.0
13163,6,1.0
13164,14,3.0
13165,5,2.0
13166,4,2.0
13167,11,2.0
13168,6,1.0
13169,7,3.0
13170,6,3.0
13171,5,2.0
13172,3,3.0
13173,4,3.0
13174,3,3.0
13175,9,1.0
13176,22,3.0
13177,1,1.0
13178,6,3.0
13179,7,3.0
13180,3,3.0
13181,10,3.0
13182,12,2.0
13183,2,2.0
13184,8,2.0
13185,5,2.0
13186,9,2.0
13187,4,3.0
13188,4,2.0
13189,7,2.0
13190,3,3.0
13191,4,2.0
13192,2,2.0
13193,10,1.0
13194,7,2.0
13195,12,2.0
13196,5,2.0
13197,11,2.0
13198,3,2.0
13199,2,2.0
13200,8,2.0
13201,2,1.0
13202,5,2.0
13203,2,2.0
13204,2,1.0
13205,6,4.0
13206,8,2.0
13207,2,1.0
13208,1,1.0
13209,4,2.0
13210,6,2.0
13211,4,2.0
13212,7,2.0
13213,7,3.0
13214,6,2.0
13215,11,2.0
13216,7,2.0
13217,4,1.0
13218,3,2.0
13219,3,3.0
13220,2,2.0
13221,7,4.0
13222,6,2.0
13223,2,1.0
13224,1,1.0
13225,4,2.0
13226,7,1.0
13227,6,1.0
13228,3,2.0
13229,15,2.0
13230,2,1.0
13231,4,2.0
13232,10,2.0
13233,2,2.0
13234,13,1.0
13235,4,4.0
13236,2,2.0
13237,5,2.0
13238,7,2.0
13239,3,3.0
13240,6,3.0
13241,3,2.0
13242,4,2.0
13243,4,2.0
13244,5,1.0
13245,5,3.0
13246,22,1.0
13247,4,3.0
13248,11,3.0
13249,2,2.0
13250,9,1.0
13251,5,2.0
13252,7,2.0
13253,1,1.0
13254,4,2.0
13255,5,3.0
13256,23,2.0
13257,14,2.0
13258,10,2.0
13259,5,2.0
13260,4,2.0
13261,9,3.0
13262,8,1.0
13263,6,1.0
13264,4,2.0
13265,6,2.0
13266,12,3.0
13267,2,1.0
13268,9,4.0
13269,6,2.0
13270,4,2.0
13271,5,1.0
13272,11,3.0
13273,11,1.0
13274,2,2.0
13275,5,1.0
13276,9,2.0
13277,3,2.0
13278,3,1.0
13279,7,2.0
13280,2,1.0
13281,4,2.0
13282,6,3.0
13283,3,2.0
13284,2,1.0
13285,10,2.0
13286,6,3.0
13287,7,1.0
13288,5,2.0
13289,4,2.0
13290,5,3.0
13291,9,3.0
13292,4,2.0
13293,3,1.0
13294,5,2.0
13295,5,1.0
13296,7,1.0
13297,4,1.0
13298,5,1.0
13299,5,2.0
13300,7,1.0
13301,16,4.0
13302,21,2.0
13303,1,1.0
13304,8,2.0
13305,3,2.0
13306,3,2.0
13307,7,2.0
13308,7,2.0
13309,1,1.0
13310,9,2.0
13311,1,1.0
13312,6,2.0
13313,3,2.0
13314,3,2.0
13315,5,2.0
13316,18,3.0
13317,6,2.0
13318,6,2.0
13319,5,3.0
13320,9,2.0
13321,10,2.0
13322,9,2.0
13323,2,2.0
13324,6,2.0
13325,12,3.0
13326,10,2.0
13327,5,1.0
13328,6,2.0
13329,3,3.0
13330,7,3.0
13331,6,3.0
13332,3,1.0
13333,4,1.0
13334,10,2.0
13335,5,1.0
13336,4,3.0
13337,4,1.0
13338,12,3.0
13339,5,2.0
13340,6,1.0
13341,3,3.0
13342,4,2.0
13343,4,3.0
13344,8,2.0
13345,11,3.0
13346,12,3.0
13347,6,3.0
13348,4,3.0
13349,5,2.0
13350,1,1.0
13351,3,3.0
13352,4,2.0
13353,3,1.0
13354,3,1.0
13355,4,2.0
13356,5,2.0
13357,4,2.0
13358,8,2.0
13359,2,1.0
13360,8,2.0
13361,3,3.0
13362,17,2.0
13363,14,2.0
13364,2,1.0
13365,2,2.0
13366,8,2.0
13367,14,2.0
13368,3,1.0
13369,5,2.0
13370,4,2.0
13371,4,2.0
13372,7,2.0
13373,11,2.0
13374,4,2.0
13375,2,1.0
13376,5,2.0
13377,8,3.0
13378,3,3.0
13379,11,3.0
13380,10,3.0
13381,7,2.0
13382,5,2.0
13383,12,2.0
13384,8,2.0
13385,5,1.0
13386,4,2.0
13387,6,2.0
13388,2,1.0
13389,9,2.0
13390,5,2.0
13391,5,2.0
13392,4,2.0
13393,3,3.0
13394,5,3.0
13395,5,3.0
13396,2,1.0
13397,1,2.0
13398,4,1.0
13399,14,2.0
13400,3,1.0
13401,2,2.0
13402,3,1.0
13403,2,2.0
13404,15,1.0
13405,4,2.0
13406,11,3.0
13407,3,4.0
13408,6,2.0
13409,3,2.0
13410,8,2.0
13411,7,3.0
13412,4,2.0
13413,11,1.0
13414,8,3.0
13415,7,3.0
13416,1,1.0
13417,11,2.0
13418,6,2.0
13419,9,2.0
13420,11,3.0
13421,7,2.0
13422,4,2.0
13423,5,2.0
13424,4,2.0
13425,11,1.0
13426,12,2.0
13427,6,3.0
13428,1,1.0
13429,7,1.0
13430,1,1.0
13431,5,2.0
13432,13,2.0
13433,6,1.0
13434,4,4.0
13435,4,2.0
13436,12,3.0
13437,5,2.0
13438,6,2.0
13439,7,3.0
13440,10,2.0
13441,15,3.0
13442,4,3.0
13443,1,1.0
13444,4,2.0
13445,5,2.0
13446,10,2.0
13447,6,2.0
13448,30,3.0
13449,4,3.0
13450,3,1.0
13451,2,2.0
13452,4,2.0
13453,4,2.0
13454,7,2.0
13455,3,2.0
13456,4,2.0
13457,17,3.0
13458,3,2.0
13459,9,4.0
13460,7,2.0
13461,4,3.0
13462,7,3.0
13463,1,2.0
13464,15,1.0
13465,1,1.0
13466,3,2.0
13467,19,1.0
13468,13,3.0
13469,4,3.0
13470,15,3.0
13471,2,2.0
13472,3,2.0
13473,4,2.0
13474,5,2.0
13475,10,2.0
13476,12,3.0
13477,9,4.0
13478,20,2.0
13479,6,2.0
13480,2,2.0
13481,6,2.0
13482,6,3.0
13483,3,1.0
13484,8,2.0
13485,8,3.0
13486,6,3.0
13487,2,2.0
13488,5,3.0
13489,3,2.0
13490,5,3.0
13491,2,2.0
13492,8,2.0
13493,7,4.0
13494,1,1.0
13495,4,1.0
13496,15,3.0
13497,8,2.0
13498,4,3.0
13499,4,3.0
13500,12,2.0
13501,13,3.0
13502,6,1.0
13503,18,1.0
13504,1,1.0
13505,10,2.0
13506,3,3.0
13507,5,2.0
13508,2,2.0
13509,5,3.0
13510,1,2.0
13511,5,1.0
13512,4,1.0
13513,4,1.0
13514,6,3.0
13515,1,1.0
13516,1,1.0
13517,3,2.0
13518,2,2.0
13519,6,1.0
13520,8,2.0
13521,4,2.0
13522,6,1.0
13523,4,3.0
13524,4,1.0
13525,7,2.0
13526,3,2.0
13527,3,2.0
13528,1,1.0
13529,3,3.0
13530,3,3.0
13531,5,2.0
13532,8,2.0
13533,4,1.0
13534,11,2.0
13535,4,2.0
13536,4,4.0
13537,5,2.0
13538,6,3.0
13539,5,2.0
13540,5,2.0
13541,4,1.0
13542,8,3.0
13543,3,1.0
13544,3,2.0
13545,9,4.0
13546,5,3.0
13547,5,2.0
13548,12,1.0
13549,25,3.0
13550,11,2.0
13551,2,2.0
13552,7,2.0
13553,10,2.0
13554,5,2.0
13555,7,1.0
13556,4,1.0
13557,3,2.0
13558,4,2.0
13559,5,1.0
13560,3,1.0
13561,6,2.0
13562,5,1.0
13563,10,1.0
13564,10,3.0
13565,4,3.0
13566,2,1.0
13567,2,2.0
13568,3,2.0
13569,9,2.0
13570,11,2.0
13571,5,3.0
13572,4,2.0
13573,5,1.0
13574,4,1.0
13575,4,2.0
13576,15,1.0
13577,7,2.0
13578,8,2.0
13579,4,1.0
13580,4,2.0
13581,7,2.0
13582,4,2.0
13583,5,2.0
13584,4,2.0
13585,9,2.0
13586,9,2.0
13587,8,2.0
13588,13,2.0
13589,3,2.0
13590,5,2.0
13591,2,1.0
13592,8,3.0
13593,3,1.0
13594,13,2.0
13595,6,2.0
13596,7,2.0
13597,1,1.0
13598,2,2.0
13599,2,1.0
13600,8,4.0
13601,4,2.0
13602,3,2.0
13603,3,3.0
13604,7,2.0
13605,9,1.0
13606,4,3.0
13607,8,2.0
13608,11,2.0
13609,6,2.0
13610,3,2.0
13611,2,3.0
13612,5,2.0
13613,3,2.0
13614,3,1.0
13615,5,3.0
13616,10,3.0
13617,17,2.0
13618,9,3.0
13619,5,3.0
13620,5,2.0
13621,2,2.0
13622,10,2.0
13623,3,2.0
13624,2,1.0
13625,4,3.0
13626,4,2.0
13627,5,2.0
13628,4,2.0
13629,4,3.0
13630,4,4.0
13631,9,2.0
13632,9,1.0
13633,2,2.0
13634,3,3.0
13635,15,2.0
13636,11,1.0
13637,12,2.0
13638,3,1.0
13639,6,4.0
13640,5,3.0
13641,3,1.0
13642,4,2.0
13643,2,1.0
13644,5,2.0
13645,9,3.0
13646,4,2.0
13647,10,2.0
13648,13,2.0
13649,2,1.0
13650,6,2.0
13651,3,1.0
13652,2,1.0
13653,4,2.0
13654,5,3.0
13655,4,1.0
13656,2,1.0
13657,7,3.0
13658,9,2.0
13659,5,2.0
13660,1,1.0
13661,10,1.0
13662,6,3.0
13663,1,1.0
13664,7,3.0
13665,3,3.0
13666,5,2.0
13667,6,3.0
13668,3,3.0
13669,3,2.0
13670,6,2.0
13671,11,1.0
13672,5,2.0
13673,10,2.0
13674,8,2.0
13675,9,2.0
13676,4,3.0
13677,10,2.0
13678,6,3.0
13679,8,2.0
13680,8,2.0
13681,8,1.0
13682,10,2.0
13683,3,3.0
13684,9,2.0
13685,18,2.0
13686,7,2.0
13687,4,2.0
13688,8,3.0
13689,8,3.0
13690,5,3.0
13691,4,3.0
13692,1,1.0
13693,7,2.0
13694,10,3.0
13695,8,2.0
13696,3,2.0
13697,6,3.0
13698,5,2.0
13699,8,3.0
13700,5,2.0
13701,4,1.0
13702,6,2.0
13703,2,1.0
13704,3,2.0
13705,5,2.0
13706,9,3.0
13707,6,2.0
13708,3,3.0
13709,3,2.0
13710,7,1.0
13711,21,1.0
13712,4,2.0
13713,12,3.0
13714,2,3.0
13715,13,3.0
13716,4,2.0
13717,14,3.0
13718,5,3.0
13719,5,2.0
13720,6,2.0
13721,4,2.0
13722,4,2.0
13723,4,2.0
13724,2,1.0
13725,9,1.0
13726,5,3.0
13727,7,2.0
13728,4,2.0
13729,3,2.0
13730,3,2.0
13731,1,1.0
13732,4,2.0
13733,5,2.0
13734,7,2.0
13735,4,2.0
13736,4,3.0
13737,7,2.0
13738,16,2.0
13739,16,2.0
13740,4,2.0
13741,12,3.0
13742,2,2.0
13743,6,2.0
13744,8,1.0
13745,7,1.0
13746,3,2.0
13747,7,1.0
13748,7,3.0
13749,4,3.0
13750,3,3.0
13751,4,2.0
13752,4,2.0
13753,16,2.0
13754,3,1.0
13755,6,2.0
13756,10,2.0
13757,5,3.0
13758,4,1.0
13759,3,2.0
13760,8,2.0
13761,3,3.0
13762,14,3.0
13763,3,1.0
13764,11,2.0
13765,6,2.0
13766,3,2.0
13767,8,3.0
13768,5,2.0
13769,1,1.0
13770,6,2.0
13771,6,2.0
13772,15,1.0
13773,10,1.0
13774,7,1.0
13775,4,2.0
13776,19,2.0
13777,4,3.0
13778,9,2.0
13779,7,2.0
13780,5,2.0
13781,15,1.0
13782,3,2.0
13783,12,2.0
13784,6,2.0
13785,10,2.0
13786,1,1.0
13787,2,2.0
13788,2,3.0
13789,9,3.0
13790,3,4.0
13791,2,2.0
13792,1,1.0
13793,4,2.0
13794,7,1.0
13795,4,4.0
13796,4,3.0
13797,6,2.0
13798,6,3.0
13799,13,2.0
13800,14,2.0
13801,3,2.0
13802,4,2.0
13803,19,2.0
13804,8,3.0
13805,4,1.0
13806,5,3.0
13807,13,3.0
13808,6,4.0
13809,6,1.0
13810,3,2.0
13811,5,2.0
13812,1,1.0
13813,4,2.0
13814,4,1.0
13815,15,2.0
13816,7,3.0
13817,7,2.0
13818,10,2.0
13819,4,1.0
13820,2,1.0
13821,4,2.0
13822,2,2.0
13823,7,3.0
13824,6,3.0
13825,2,2.0
13826,1,2.0
13827,4,2.0
13828,10,2.0
13829,4,1.0
13830,6,3.0
13831,8,2.0
13832,2,1.0
13833,4,2.0
13834,4,2.0
13835,6,1.0
13836,10,2.0
13837,5,3.0
13838,4,2.0
13839,7,1.0
13840,2,2.0
13841,4,3.0
13842,10,2.0
13843,2,2.0
13844,11,2.0
13845,3,3.0
13846,7,2.0
13847,6,3.0
13848,5,2.0
13849,4,2.0
13850,10,2.0
13851,9,1.0
13852,9,1.0
13853,9,1.0
13854,10,3.0
13855,4,2.0
13856,10,3.0
13857,7,3.0
13858,3,2.0
13859,1,1.0
13860,14,1.0
13861,3,2.0
13862,7,3.0
13863,6,2.0
13864,4,4.0
13865,5,1.0
13866,3,2.0
13867,6,2.0
13868,6,1.0
13869,9,1.0
13870,10,1.0
13871,12,3.0
13872,6,2.0
13873,3,2.0
13874,4,1.0
13875,4,1.0
13876,9,1.0
13877,9,2.0
13878,7,2.0
13879,17,2.0
13880,8,2.0
13881,2,1.0
13882,7,2.0
13883,9,2.0
13884,6,2.0
13885,19,2.0
13886,10,2.0
13887,6,4.0
13888,6,2.0
13889,4,2.0
13890,4,2.0
13891,1,1.0
13892,10,2.0
13893,3,2.0
13894,8,3.0
13895,16,2.0
13896,1,1.0
13897,11,2.0
13898,2,2.0
13899,5,1.0
13900,3,2.0
13901,7,2.0
13902,5,1.0
13903,3,2.0
13904,2,1.0
13905,9,4.0
13906,8,2.0
13907,5,2.0
13908,4,3.0
13909,2,1.0
13910,12,3.0
13911,5,2.0
13912,4,2.0
13913,10,3.0
13914,3,2.0
13915,13,3.0
13916,2,2.0
13917,4,2.0
13918,7,3.0
13919,8,2.0
13920,1,1.0
13921,2,1.0
13922,3,3.0
13923,5,3.0
13924,11,3.0
13925,3,2.0
13926,7,4.0
13927,3,2.0
13928,5,2.0
13929,6,2.0
13930,7,3.0
13931,4,2.0
13932,14,2.0
13933,1,1.0
13934,14,2.0
13935,11,2.0
13936,13,2.0
13937,8,2.0
13938,4,2.0
13939,2,1.0
13940,2,2.0
13941,10,2.0
13942,4,2.0
13943,5,2.0
13944,4,2.0
13945,2,3.0
13946,3,2.0
13947,2,1.0
13948,2,2.0
13949,7,1.0
13950,5,2.0
13951,2,2.0
13952,10,2.0
13953,5,1.0
13954,7,2.0
13955,1,1.0
13956,3,2.0
13957,4,2.0
13958,3,2.0
13959,4,2.0
13960,5,1.0
13961,11,2.0
13962,6,2.0
13963,4,2.0
13964,4,3.0
13965,4,1.0
13966,2,2.0
13967,5,2.0
13968,7,1.0
13969,3,1.0
13970,2,2.0
13971,10,1.0
13972,8,2.0
13973,3,2.0
13974,4,2.0
13975,7,2.0
13976,3,1.0
13977,1,2.0
13978,10,3.0
13979,6,4.0
13980,5,1.0
13981,3,1.0
13982,3,2.0
13983,9,2.0
13984,7,2.0
13985,7,3.0
13986,17,3.0
13987,4,1.0
13988,4,3.0
13989,15,1.0
13990,3,2.0
13991,10,4.0
13992,12,4.0
13993,3,1.0
13994,2,1.0
13995,4,3.0
13996,16,2.0
13997,1,1.0
13998,6,2.0
13999,11,2.0
14000,3,3.0
14001,8,1.0
14002,4,2.0
14003,10,3.0
14004,13,1.0
14005,9,1.0
14006,2,2.0
14007,7,2.0
14008,3,2.0
14009,21,3.0
14010,6,2.0
14011,7,2.0
14012,7,3.0
14013,12,2.0
14014,4,1.0
14015,1,1.0
14016,4,1.0
14017,8,2.0
14018,5,2.0
14019,4,1.0
14020,2,3.0
14021,7,1.0
14022,5,3.0
14023,5,2.0
14024,1,1.0
14025,11,3.0
14026,17,3.0
14027,7,2.0
14028,3,2.0
14029,26,2.0
14030,2,1.0
14031,9,1.0
14032,13,2.0
14033,5,3.0
14034,5,2.0
14035,3,1.0
14036,5,2.0
14037,4,1.0
14038,3,2.0
14039,12,3.0
14040,6,2.0
14041,5,2.0
14042,5,1.0
14043,5,1.0
14044,4,3.0
14045,19,1.0
14046,6,3.0
14047,9,3.0
14048,8,2.0
14049,6,1.0
14050,3,4.0
14051,7,2.0
14052,4,1.0
14053,4,3.0
14054,5,1.0
14055,1,1.0
14056,13,2.0
14057,4,2.0
14058,4,4.0
14059,11,3.0
14060,2,1.0
14061,7,1.0
14062,3,1.0
14063,17,4.0
14064,1,1.0
14065,8,1.0
14066,11,2.0
14067,5,2.0
14068,5,3.0
14069,2,1.0
14070,8,2.0
14071,2,2.0
14072,6,2.0
14073,9,3.0
14074,5,3.0
14075,13,3.0
14076,6,2.0
14077,4,1.0
14078,5,2.0
14079,4,3.0
14080,8,2.0
14081,9,2.0
14082,4,3.0
14083,15,1.0
14084,4,1.0
14085,3,2.0
14086,8,2.0
14087,1,1.0
14088,7,1.0
14089,5,2.0
14090,5,2.0
14091,3,1.0
14092,5,2.0
14093,3,3.0
14094,15,2.0
14095,2,1.0
14096,10,1.0
14097,8,3.0
14098,11,3.0
14099,2,1.0
14100,3,2.0
14101,8,1.0
14102,7,1.0
14103,7,2.0
14104,11,2.0
14105,7,3.0
14106,2,1.0
14107,20,2.0
14108,4,3.0
14109,2,2.0
14110,5,1.0
14111,3,3.0
14112,3,2.0
14113,4,2.0
14114,5,2.0
14115,2,2.0
14116,10,2.0
14117,6,4.0
14118,3,2.0
14119,7,2.0
14120,6,3.0
14121,8,2.0
14122,7,2.0
14123,7,3.0
14124,2,3.0
14125,9,2.0
14126,4,2.0
14127,10,2.0
14128,6,2.0
14129,19,2.0
14130,6,3.0
14131,2,1.0
14132,9,3.0
14133,7,2.0
14134,3,2.0
14135,8,2.0
14136,9,2.0
14137,17,2.0
14138,5,2.0
14139,2,2.0
14140,4,4.0
14141,5,2.0
14142,4,1.0
14143,14,2.0
14144,7,3.0
14145,5,3.0
14146,13,2.0
14147,6,2.0
14148,3,1.0
14149,14,1.0
14150,3,1.0
14151,1,1.0
14152,7,3.0
14153,11,1.0
14154,4,3.0
14155,16,3.0
14156,5,2.0
14157,5,3.0
14158,2,1.0
14159,2,2.0
14160,6,2.0
14161,7,3.0
14162,13,2.0
14163,7,2.0
14164,3,2.0
14165,3,2.0
14166,19,2.0
14167,3,2.0
14168,3,1.0
14169,10,3.0
14170,12,2.0
14171,17,1.0
14172,5,3.0
14173,6,3.0
14174,4,2.0
14175,5,3.0
14176,5,1.0
14177,6,2.0
14178,12,3.0
14179,3,2.0
14180,5,2.0
14181,6,1.0
14182,10,3.0
14183,3,2.0
14184,6,3.0
14185,9,1.0
14186,4,2.0
14187,11,3.0
14188,7,3.0
14189,11,2.0
14190,5,2.0
14191,2,2.0
14192,2,4.0
14193,3,1.0
14194,7,3.0
14195,8,2.0
14196,4,2.0
14197,16,2.0
14198,10,1.0
14199,10,3.0
14200,11,2.0
14201,9,1.0
14202,7,2.0
14203,7,1.0
14204,4,3.0
14205,5,2.0
14206,7,2.0
14207,1,1.0
14208,7,2.0
14209,11,4.0
14210,12,3.0
14211,6,2.0
14212,9,1.0
14213,5,2.0
14214,3,2.0
14215,17,2.0
14216,4,3.0
14217,8,2.0
14218,4,2.0
14219,8,4.0
14220,16,2.0
14221,15,2.0
14222,13,3.0
14223,19,2.0
14224,19,3.0
14225,5,2.0
14226,1,1.0
14227,4,1.0
14228,1,1.0
14229,11,1.0
14230,3,2.0
14231,6,3.0
14232,3,2.0
14233,20,1.0
14234,19,2.0
14235,12,2.0
14236,5,2.0
14237,11,2.0
14238,9,3.0
14239,6,3.0
14240,1,1.0
14241,13,2.0
14242,4,2.0
14243,5,3.0
14244,5,1.0
14245,23,3.0
14246,1,2.0
14247,8,3.0
14248,3,1.0
14249,24,2.0
14250,3,4.0
14251,6,1.0
14252,9,3.0
14253,3,2.0
14254,8,2.0
14255,3,2.0
14256,1,1.0
14257,7,2.0
14258,4,2.0
14259,9,4.0
14260,6,3.0
14261,11,2.0
14262,14,3.0
14263,6,2.0
14264,4,3.0
14265,2,2.0
14266,3,3.0
14267,5,1.0
14268,2,2.0
14269,3,2.0
14270,2,2.0
14271,3,2.0
14272,5,2.0
14273,3,2.0
14274,13,2.0
14275,9,3.0
14276,1,2.0
14277,3,1.0
14278,12,2.0
14279,16,1.0
14280,4,2.0
14281,7,2.0
14282,10,1.0
14283,8,3.0
14284,3,1.0
14285,8,3.0
14286,2,1.0
14287,2,3.0
14288,10,3.0
14289,3,1.0
14290,4,1.0
14291,6,2.0
14292,27,2.0
14293,6,3.0
14294,8,2.0
14295,5,3.0
14296,20,2.0
14297,7,3.0
14298,3,3.0
14299,13,2.0
14300,2,2.0
14301,6,2.0
14302,10,3.0
14303,11,2.0
14304,4,3.0
14305,4,3.0
14306,3,2.0
14307,2,2.0
14308,20,2.0
14309,5,2.0
14310,7,2.0
14311,6,1.0
14312,5,3.0
14313,13,3.0
14314,5,3.0
14315,1,1.0
14316,9,3.0
14317,11,1.0
14318,4,3.0
14319,6,3.0
14320,3,2.0
14321,2,1.0
14322,3,2.0
14323,5,2.0
14324,4,2.0
14325,4,3.0
14326,4,1.0
14327,2,2.0
14328,2,1.0
14329,18,3.0
14330,6,2.0
14331,5,2.0
14332,2,2.0
14333,9,3.0
14334,6,2.0
14335,8,3.0
14336,5,2.0
14337,4,1.0
14338,3,2.0
14339,5,2.0
14340,3,2.0
14341,13,2.0
14342,6,1.0
14343,10,2.0
14344,16,2.0
14345,6,2.0
14346,4,3.0
14347,5,2.0
14348,3,2.0
14349,5,2.0
14350,5,3.0
14351,3,1.0
14352,6,2.0
14353,4,1.0
14354,5,3.0
14355,2,1.0
14356,1,1.0
14357,4,1.0
14358,10,2.0
14359,11,2.0
14360,4,1.0
14361,4,3.0
14362,7,3.0
14363,4,2.0
14364,10,2.0
14365,4,2.0
14366,3,2.0
14367,4,4.0
14368,11,1.0
14369,9,2.0
14370,7,1.0
14371,12,2.0
14372,3,2.0
14373,3,3.0
14374,9,2.0
14375,2,1.0
14376,7,2.0
14377,6,3.0
14378,11,2.0
14379,10,3.0
14380,4,3.0
14381,4,2.0
14382,3,2.0
14383,3,2.0
14384,8,2.0
14385,3,3.0
14386,1,1.0
14387,10,1.0
14388,7,2.0
14389,4,2.0
14390,5,3.0
14391,4,3.0
14392,1,1.0
14393,19,2.0
14394,4,3.0
14395,9,4.0
14396,4,3.0
14397,1,1.0
14398,6,2.0
14399,9,2.0
14400,3,2.0
14401,2,2.0
14402,15,2.0
14403,4,2.0
14404,21,2.0
14405,9,3.0
14406,6,3.0
14407,5,1.0
14408,5,3.0
14409,2,2.0
14410,8,1.0
14411,2,2.0
14412,6,1.0
14413,9,2.0
14414,5,2.0
14415,10,1.0
14416,6,4.0
14417,3,3.0
14418,2,2.0
14419,5,2.0
14420,2,2.0
14421,2,2.0
14422,7,3.0
14423,16,2.0
14424,4,3.0
14425,11,2.0
14426,6,2.0
14427,4,2.0
14428,6,2.0
14429,7,2.0
14430,3,1.0
14431,7,3.0
14432,30,2.0
